overall_rank,file_sha,repositories,occurrences,representative_name,sample_location,proposed_super_skill,review_status,novel_contribution,source_diversity_note
780,6913e4872962166be252e22ddf8cde37ae56450a,86,166,polymarket,51210Guy/Hermes-Agent/hermes-source/skills/research/polymarket/SKILL.md,,manual-review,,ambiguous metadata score 0
781,6ed50df7054e3094d8175d8c4a2c90ea4b4ae861,86,166,idor-testing,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/idor-testing/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 1
782,9a87217e46307d5a371b9314386709fd14adab14,86,164,azure-identity-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-identity-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 6
783,eeb9fac33cf65bc8ada5d862544ae7bf528e2022,86,155,image-enhancer,Activer007/ordinary-claude-skills/skills_categorized/content-creation/image-enhancer/SKILL.md,document-productivity,manual-review,,ambiguous metadata score 2
784,0eb505cc788e2fe65b5b8722cb1a3c6bd4f4a0a9,86,153,bmad-dev-story,AQUILA04/LandReg/.qoder/skills/bmad-dev-story/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate of rank 891; cosine >= 0.943
785,6206a5b220a492e1f36380e7ee1819a6f3ce8649,86,148,baoyu-infographic,51210Guy/Hermes-Agent/hermes-source/skills/creative/baoyu-infographic/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 4
786,35a5cb24ac56b1bfd4e73bdc1aa63c17425b56b6,86,143,os-scripting,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/os-scripting/SKILL.md,"software-delivery,systems-and-security",manual-review,,ambiguous metadata score 1
787,0d486efd295d443c27f171062f5d0bd44620d24a,86,142,c4-code,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/c4-code/SKILL.md,document-productivity,manual-review,,ambiguous metadata score 1
788,8eb97d254cd124f2986370c258611eb8560673b4,86,142,mtls-configuration,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/mtls-configuration/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
789,95f98815e530c06d21c3f7825717031dac34e415,86,142,screenshots,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/screenshots/SKILL.md,"document-productivity,marketing-and-growth",manual-review,,ambiguous metadata score 1
790,584d2738134e0e029450fd95cfaaea7da86a93fe,86,141,youtube-summarizer,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/youtube-summarizer/SKILL.md,,manual-review,,ambiguous metadata score 0
791,244b49c879a307482687826c81180d759f33d2b0,86,140,azure-keyvault-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-keyvault-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
792,2c4e8c39be760f1f0fa3b4706f5eefceaa3d37ff,86,140,azure-ai-contentunderstanding-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-ai-contentunderstanding-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 5
793,2d7c6d10c92e64249d3ec14af3cc59e741f2060c,86,140,azure-eventgrid-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-eventgrid-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7
794,58ff1e56e51fca5c9cb36012bf6dc1c7e6500434,86,140,hosted-agents-v2-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/hosted-agents-v2-py/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 1; near-duplicate of rank 646; cosine >= 0.999
795,5bcbe14d362be15321df00ccda2f343e69afe74d,86,140,azure-mgmt-apicenter-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-mgmt-apicenter-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7
796,7b48f0feb594aa6cf99428854826551df6255027,86,140,azure-servicebus-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-servicebus-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7
797,826c55c23af1ff4bef0ffa03a66e8ec26edd8d2a,86,140,azure-maps-search-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-maps-search-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
798,a3dc71e7ac7b001f39e83479000e981f98d4e62c,86,140,azure-containerregistry-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-containerregistry-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 10; margin 10
799,b1964af04a07dd68dc94238af861efdc86dc1ad7,86,140,azure-appconfiguration-java,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-appconfiguration-java/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 5
800,e82de1805b44b3729301dc751a54eb7ed50b0b6e,86,140,azure-storage-blob-ts,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-storage-blob-ts/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7; near-duplicate lineage root; 2 top-1000 variants
801,fb33f72397a1ec2c8cf0e7cdc5b92498d9ece8ea,86,140,azure-mgmt-botservice-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-mgmt-botservice-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
802,56d055aabcf1dbf049fc8623aadfcad5c9cb6717,86,139,python-fastapi-development,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/python-fastapi-development/SKILL.md,application-engineering,metadata-triaged,,metadata score 11; margin 11
803,83480bf616a8af609cc07405412aefe6b35f7ccc,86,139,terraform-skill,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/terraform-skill/SKILL.md,,manual-review,,ambiguous metadata score 0
804,ac43f24932b5c40a1f883e1347d25aaefaeabf03,86,139,devops-troubleshooter,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/devops-troubleshooter/SKILL.md,software-delivery,manual-review,,ambiguous metadata score 1
805,4bbd8f19fdc1f930d80695ea6d3e16e0cda98871,86,136,cloudformation-best-practices,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills/skills/cloudformation-best-practices/SKILL.md,,manual-review,,ambiguous metadata score 0
806,6a8bad352a75196efdb10749f7785cfebe326be2,86,136,vr-ar,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/game-development/vr-ar/SKILL.md,game-development,metadata-triaged,,metadata score 4; margin 4; near-duplicate of rank 79; cosine >= 0.986
807,3d9db3bf14229ed5ea7bac4bf861df82f9e5b841,86,135,fp-ts-pragmatic,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/fp-ts-pragmatic/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
808,fb38f4ff99b57af0af73b1da194d3c845bc02c8b,86,133,php-pro,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/php-pro/SKILL.md,,manual-review,,ambiguous metadata score 0
809,e6eb588cac767a67570b36930d9c28ac5697e0ef,86,132,marketing-psychology,Abhiman1206/obsidian-prism/antigravity-awesome-skills/skills/marketing-psychology/SKILL.md,marketing-and-growth,reviewed-no-new-contribution,"covered by retained market, positioning, acquisition, conversion, pricing, or fundraising rules",metadata score 4; margin 4
810,0a19222d3711cd60cd03a04e65cbf23176e231cf,86,129,makepad-skills,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/makepad-skills/SKILL.md,"application-engineering,interface-design",manual-review,,ambiguous metadata score 1; near-duplicate of rank 444; cosine >= 0.955
811,3428be880f7073bc63c5d46be6707feac9d20826,86,120,trello,ANONIMO432HZ/opn-claw-v1/skills/trello/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
812,6d0e41d831badfcfee9f95c923faa30596ae3d73,86,117,content-strategy,419vive/kunjia-autos-ai-chatbot/.claude/skills/content-strategy/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 2
813,03841e3fb5c3cc8a7122b88e0fe2d57b075b4dfe,86,116,coding-standards,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/cc-skill-coding-standards/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 2; near-duplicate of rank 709; cosine >= 0.998
814,ee4c569f63d233fe23121bb4e9deeed9748a6395,86,116,scroll-experience,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/scroll-experience/SKILL.md,interface-design,manual-review,,ambiguous metadata score 1
815,34f7b03733f46dce1f5289f4a7dc37fa6cb3e565,86,106,github-ops,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/github-ops/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 2
816,b56969e92f0705d70700f908b8ec929a1edfa782,86,101,improve-codebase-architecture,0inp/dotfiles/claude/.agents/skills/improve-codebase-architecture/SKILL.md,application-engineering,metadata-triaged,,metadata score 3; margin 2; near-duplicate of rank 140; cosine >= 0.992
817,f0dff82de25e782bf9a296d37523b63c3f55a2c6,86,99,threejs-shaders,1950196171/water-scene/.codex/skills/threejs-shaders/SKILL.md,,manual-review,,ambiguous metadata score 0
818,80e99bffe1d05934532f3fdb55a5b6290da37a6f,86,92,hexagonal-architecture,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/hexagonal-architecture/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3
819,abd3c1c95d49c4e0e0664f198f4bf168c6291aec,86,92,security-threat-model,Allmight97/agents/skills/security-threat-model/SKILL.md,systems-and-security,metadata-triaged,,metadata score 4; margin 2
820,b54fb7666559ab838060803aa39330f4bfe1d060,86,90,dotnet-patterns,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/dotnet-patterns/SKILL.md,"application-engineering,systems-and-security",manual-review,,ambiguous metadata score 1
821,929dd0cc4962f00d81fa6251883ffa952459ac65,86,87,spec-driven-development,AskTinNguyen/vesper-team-skills/spec-driven-development/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 3
822,d1657dd90b460af4fadde32a53f13fc46a3cc366,85,211,burp-suite-testing,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/burp-suite-testing/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 3
823,97b571729849e60bf2095028bb44eb67878c297e,85,210,self-improvement,AGIBuild/Fulora/.cursor/skills/self-improving-agent/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
824,719b279ecbea364b0af0b4756e133aa26e237b94,85,184,openspec-bulk-archive-change,5L-Labs/5l-labs.com/openspec/tooling/agent/skills/openspec-bulk-archive-change/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 3
825,54d4b2d0680de821da9dcc72e7bafcd3f1272f4d,85,183,ios-developer,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/ios-developer/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
826,443ac5f7baebd1465980dbe0a1e18195ac6330a8,85,175,openspec-verify-change,5L-Labs/5l-labs.com/openspec/tooling/claude/skills/openspec-verify-change/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 3
827,7bee421920ca3ee85662ebde9925c0c0cc115495,85,162,azure-search-documents-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-search-documents-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 3
828,a944bb75ef60e11179e98d7fb0f8065403cf4fc4,85,158,rag-implementation,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/rag-implementation/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 3
829,09422e159f42ae9608df1ba307b919ea831a370e,85,153,bmad-document-project,AQUILA04/LandReg/.qoder/skills/bmad-document-project/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 4
830,75be2283996afb33fe124d8d1e974b1e757f2d08,85,143,render-automation,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/render-automation/SKILL.md,"agent-tooling-and-orchestration,software-delivery",manual-review,,ambiguous metadata score 1; near-duplicate of rank 708; cosine >= 0.892
831,b80991c92514a1ec4371c26f7b7f62cdbe4356e6,85,143,form-cro,419vive/kunjia-autos-ai-chatbot/.claude/skills/form-cro/SKILL.md,marketing-and-growth,reviewed-no-new-contribution,"covered by retained market, positioning, acquisition, conversion, pricing, or fundraising rules",metadata score 4; margin 4; near-duplicate lineage root; 2 top-1000 variants
832,15f1fd56ce8590dcaf1d3daecb7cee32ac827a69,85,141,paywall-upgrade-cro,419vive/kunjia-autos-ai-chatbot/.claude/skills/paywall-upgrade-cro/SKILL.md,marketing-and-growth,reviewed-no-new-contribution,"covered by retained market, positioning, acquisition, conversion, pricing, or fundraising rules",metadata score 4; margin 4; near-duplicate of rank 578; cosine >= 0.893
833,294d27f596deadee881b56553d68c78cab82e79f,85,141,azure-ai-voicelive-ts,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-ai-voicelive-ts/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
834,3ea263f5ce67fe962ca59354f25d14ba3b83f0bd,85,141,azure-ai-voicelive-java,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-ai-voicelive-java/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 5
835,94121ce444756191bdf8e797155a4ab851080dae,85,141,arm-cortex-expert,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/arm-cortex-expert/SKILL.md,,manual-review,,ambiguous metadata score 0
836,b8d22c440efebef4c7893bf1798dcbbabc767d46,85,141,c4-container,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/c4-container/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3
837,1a656b2eb1f7790471c3ed595d10e00be5a4c9e1,85,140,performance-testing-review-ai-review,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/performance-testing-review-ai-review/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4; near-duplicate of rank 736; cosine >= 1.000
838,b3c0e70ae7fef242231522ba790e447b204e73da,85,140,whatsapp-automation,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/whatsapp-automation/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
839,1bf92b185cc9f9e9f3c7bbdc8f659451607f8c5b,85,139,azure-resource-manager-playwright-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-resource-manager-playwright-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 5
840,3ec6a3623eb8fc23d0bd7499a2d3f4720a263d0d,85,139,azure-identity-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-identity-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 6
841,40251b3007bdbfef76df73f013048b9c9c1f7669,85,139,azure-resource-manager-sql-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-resource-manager-sql-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
842,5126ac96e9848e3adcb512d5016f3db6ea72ce74,85,139,azure-search-documents-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-search-documents-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 2
843,68b07ce1ada7b41411faae8c9a82d970b3bb56f5,85,139,azure-resource-manager-postgresql-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-resource-manager-postgresql-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 10; margin 9
844,869c0c197bd244771e026c3b00f8a578d005cda3,85,139,azure-mgmt-apicenter-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-mgmt-apicenter-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7
845,8bb022c7f82986af4ec5e7553a18c1eefba3d031,85,139,azure-storage-file-share-ts,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-storage-file-share-ts/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6; near-duplicate of rank 800; cosine >= 0.857
846,8f2cc5be6d2ea6ca9065007bba2f4ee367c31d5a,85,139,azure-storage-queue-ts,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-storage-queue-ts/SKILL.md,application-engineering,metadata-triaged,,metadata score 10; margin 10
847,9c01f0570e204dcbd7b5636f3aaa6d66a2cea1c4,85,139,azure-mgmt-apimanagement-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-mgmt-apimanagement-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7
848,a47147aecebe4fdc3f5e454f1d65c5887304b52c,85,139,azure-mgmt-botservice-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-mgmt-botservice-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
849,a8b700562109c0b78d7b119d2bc24c9794ed06d7,85,139,azure-storage-file-datalake-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-storage-file-datalake-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
850,b9197c512a655a08ff6f519bb35209e7fe7aea2c,85,139,azure-cosmos-ts,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-cosmos-ts/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 6
851,bec47a80cd25ba875a3593e382ce60129d515f4e,85,139,azure-mgmt-fabric-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-mgmt-fabric-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
852,c370ed6340cea9fd832945f40ebe559555b7f4c7,85,139,azure-monitor-opentelemetry-exporter-java,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-monitor-opentelemetry-exporter-java/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 4
853,d18fbbabfc3f8d2e655bd85e74ca24caf93c1ef4,85,139,azure-ai-textanalytics-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-ai-textanalytics-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 4
854,e26f042d5d8fa803dcfccafa598fd7415d59a8bd,85,139,azure-resource-manager-durabletask-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-resource-manager-durabletask-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
855,e9985bf5c252484574cb0dfd0b4daaabf8fa5895,85,139,azure-security-keyvault-keys-dotnet,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-security-keyvault-keys-dotnet/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 3
856,f2eaabf9fc50ab9132438a7bfdc40e6ba5d1a803,85,139,azure-postgres-ts,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-postgres-ts/SKILL.md,application-engineering,metadata-triaged,,metadata score 9; margin 9
857,f324923369d1b2a21680206cc25757cc31ff46a5,85,139,azure-ai-vision-imageanalysis-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-ai-vision-imageanalysis-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 4
858,f73eb980bec32c54fccddb46555be03b08a566b4,85,139,azure-monitor-ingestion-java,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-monitor-ingestion-java/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 5
859,f980a30214e321f4eafbd82ab92776c909d900d2,85,139,ui-visual-validator,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/ui-visual-validator/SKILL.md,interface-design,metadata-triaged,,metadata score 5; margin 3
860,132437167a46de39e78a72cd137f69d5208ed528,85,137,azure-appconfiguration-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-appconfiguration-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
861,39679f00fab325a7c65ed13c515939c474215079,85,137,azure-cosmos-java,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-cosmos-java/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7
862,e18530e0f3b874189e7ca6897bde8666ab6ba66b,85,137,azure-eventgrid-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-eventgrid-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7
863,1aefc063e4bf6b3a6acc340e570fde467250a53d,85,136,competitor-alternatives,419vive/kunjia-autos-ai-chatbot/.claude/skills/competitor-alternatives/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 2; near-duplicate of rank 404; cosine >= 0.932
864,d8291906dbcc9b703af8815e00aad9f801da52f2,85,136,hybrid-cloud-architect,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/hybrid-cloud-architect/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
865,d429601e5bbcdb990746df5a2a223fdfe7294a4c,85,135,azure-storage-blob-py,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/azure-storage-blob-py/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7
866,15c8f99c4bb2dc1968d9c91b7bfe0903a4174166,85,131,tdd-workflow,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/tdd-workflow/SKILL.md,software-delivery,metadata-triaged,,metadata score 5; margin 5; near-duplicate of rank 110; cosine >= 0.986
867,45c9b8af75611375bf3813757bfad6045f20b495,85,131,multiplayer,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/game-development/multiplayer/SKILL.md,game-development,metadata-triaged,,metadata score 5; margin 4; near-duplicate of rank 117; cosine >= 0.983
868,68e12a1f308c7c23b6cb25ec858d160685fb59a5,85,127,tdd-workflows-tdd-cycle,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/tdd-workflows-tdd-cycle/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4
869,0c557dd9ffdde1cfb580b303ef739c5679915c21,85,120,obsidian,0xzgbot/forge-nps-v01/hermes_home/profiles/forgehermes/skills/note-taking/obsidian/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 4
870,a2856f049676cf9c7606fab39d178aae9d60de29,85,120,openspec-continue-change,123fahrschule/command_kit/.codex/skills/openspec-continue-change/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4
871,ba963a8b76aab557e637b8381279044d2c6f6cdd,85,120,whisper,1thirteeng3/greenmoire/integrations/hermes-agent/skills/mlops/models/whisper/SKILL.md,document-productivity,manual-review,,ambiguous metadata score 1
872,975dfa7b6b764f261b36cb434b91e5ba4c169e10,85,119,github-workflow-automation,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/github-workflow-automation/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4
873,b33c37680fcec4ad17445d957c678827f231d820,85,119,react-ui-patterns,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/react-ui-patterns/SKILL.md,"application-engineering,interface-design",manual-review,,ambiguous metadata score 4; near-duplicate of rank 680; cosine >= 0.996
874,26615e089246c5cd619c03a71bad11cccb278764,85,116,signup-flow-cro,1203992808/ChatGPTCaricature/.claude/skills/signup-flow-cro/SKILL.md,marketing-and-growth,reviewed-retained,"signup friction decisions tied to commitment, consent, and downstream quality",metadata score 4; margin 4; near-duplicate lineage root; 2 top-1000 variants
875,2be7e1615889f128c87c6938ca2c4f262f861a9a,85,113,notebooklm,25sidhx/withopus/antigravity-skills-main/skills/notebooklm/SKILL.md,document-productivity,metadata-triaged,,metadata score 5; margin 5; near-duplicate lineage root; 2 top-1000 variants
876,1ae0e008c3e0e85d99274fc0441986feef7f1604,85,109,web-performance-optimization,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/web-performance-optimization/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate of rank 678; cosine >= 0.999
877,8ff57410a1394249ba3d57859fe213254b4c981e,85,108,javascript-mastery,AGLz/agl-hostman/.agents/skills/javascript-mastery/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3
878,7bdc82a0d523a9ce63248ca80bbfc2029b55bc6a,85,98,to-prd,Atticus-Wong/dotfiles/opencode/skills/to-prd/SKILL.md,,manual-review,,ambiguous metadata score 0
879,56124a4e957e476dbb31c21fa4e3dc229426ddd7,85,93,continuous-agent-loop,Alan-uai/PixelFandom/.opencode/skills/ecc/continuous-agent-loop/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 3
880,cefd752782fd20e8fcf51c95ea601668d0f12534,85,92,agent-browser,0xRichardH/omarchy-dotfiles/agents/.agents/skills/agent-browser/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 2
881,c42b3f245bae530b188948b266ab886ef122e6c3,85,90,setup-matt-pocock-skills,0xAidan/polymarket-bot-test/.cursor/skills/setup-matt-pocock-skills/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate of rank 60; cosine >= 0.981
882,cda024450335b69488f741793d6df0b1071b0112,85,90,browser-qa,AmanKumar-St/AmanKumar-St/.agents/skills/browser-qa/SKILL.md,software-delivery,manual-review,,ambiguous metadata score 2
883,e726f6f673b2c63e2fdb9014dd1001e4cc2bc7e5,85,89,design-system,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/design-system/SKILL.md,interface-design,metadata-triaged,,metadata score 4; margin 4
